#param resolution,4.0000e-06
#param simtime,5.0000e-11
#param loss,1.0000e+00
#param cellsize,5.0000e-05
#param padding,2.0000e-05
#param wirethick,1.0000e-05
#param radius,1.3000e-05
#param cellnumber,1.0000e+00
#param frequency_domain,False
#x-column freq
#column |r|
#column r phase
#column |t|
#column t phase
#column real N
#column imag N
#column real Z
#column imag Z
#column real eps
#column imag eps
#column real mu
#column imag mu
1.00638300e+11 9.97505200e-01 3.01743700e+00 4.45424500e-03 1.38462500e+00 -3.84843014e-03 2.72982232e+01 1.23678791e-03 -1.97713995e-02 -1.37532297e+03 8.58378480e+01 5.39719317e-01 3.38382011e-02
1.09787300e+11 9.97345900e-01 2.99705700e+00 4.87149100e-03 1.38619200e+00 -8.93977432e-02 2.66540830e+01 1.32040241e-03 -2.61412171e-02 -1.01719662e+03 4.79591719e+01 6.96652128e-01 3.75310813e-02
1.18936200e+11 9.97263300e-01 2.97760100e+00 5.33578800e-03 1.35094200e+00 1.08983303e-01 2.54964941e+01 1.35680310e-03 -3.20421552e-02 -7.94149236e+02 3.70289526e+01 8.17110490e-01 3.11016623e-02
1.28085200e+11 9.97260400e-01 2.95847600e+00 5.61748800e-03 1.34433400e+00 5.54073466e-02 2.45124190e+01 1.36042733e-03 -3.77830867e-02 -6.47874240e+02 2.47939820e+01 9.26230231e-01 3.12539042e-02
1.37234100e+11 9.97123600e-01 2.93983300e+00 6.15040600e-03 1.33526500e+00 6.02634928e-03 2.31859453e+01 1.42968936e-03 -4.32736526e-02 -5.35209404e+02 1.78216881e+01 1.00334916e+00 3.28879172e-02
1.46383000e+11 9.97068400e-01 2.92156200e+00 6.48730200e-03 1.30343700e+00 1.14191172e-01 2.21390083e+01 1.45384138e-03 -4.85869326e-02 -4.55179792e+02 1.59703515e+01 1.07583252e+00 2.66384076e-02
1.55532000e+11 9.97006800e-01 2.90353100e+00 6.88154000e-03 1.30348100e+00 1.07391746e-02 2.10930610e+01 1.48786218e-03 -5.37787654e-02 -3.91913632e+02 1.10425117e+01 1.13437476e+00 3.08060281e-02
1.64680900e+11 9.96913300e-01 2.88572800e+00 7.34381800e-03 1.27970400e+00 5.42300877e-02 2.00629833e+01 1.53242280e-03 -5.88572552e-02 -3.40620387e+02 9.78986423e+00 1.18093523e+00 2.75531390e-02
1.73829900e+11 9.96825700e-01 2.86817900e+00 7.69353300e-03 1.26443400e+00 4.63036406e-02 1.91911810e+01 1.57645272e-03 -6.38139896e-02 -3.00534931e+02 8.14998016e+00 1.22473882e+00 2.72991694e-02
1.82978800e+11 9.96789700e-01 2.85074200e+00 8.11773100e-03 1.25125100e+00 2.97311744e-02 1.83336940e+01 1.59460012e-03 -6.87150426e-02 -2.66653938e+02 6.62064023e+00 1.25984797e+00 2.71919317e-02
1.92127700e+11 9.96664100e-01 2.83345800e+00 8.52845100e-03 1.23483800e+00 2.74424662e-02 1.75485106e+01 1.65731366e-03 -7.35427518e-02 -2.38486930e+02 5.74754279e+00 1.29061124e+00 2.70651918e-02
2.01276700e+11 9.96618200e-01 2.81635500e+00 8.92823800e-03 1.21669400e+00 3.63350717e-02 1.68259454e+01 1.67938429e-03 -7.82829966e-02 -2.14828596e+02 5.07281094e+00 1.31724645e+00 2.54128102e-02
2.10425600e+11 9.96548400e-01 2.79926900e+00 9.30663500e-03 1.20415300e+00 1.78649177e-02 1.61685416e+01 1.71514018e-03 -8.30184693e-02 -1.94670832e+02 4.23704131e+00 1.34231822e+00 2.62481973e-02
2.19574600e+11 9.96445200e-01 2.78235700e+00 9.75877500e-03 1.18767800e+00 1.75479862e-02 1.55215403e+01 1.76638678e-03 -8.76678851e-02 -1.76973451e+02 3.76593493e+00 1.36077161e+00 2.58786487e-02
2.28723500e+11 9.96407600e-01 2.76549700e+00 1.01137300e-02 1.16881400e+00 2.86734933e-02 1.49625671e+01 1.78434849e-03 -9.22976963e-02 -1.62045462e+02 3.44341281e+00 1.38106164e+00 2.40519366e-02
2.37872400e+11 9.96319300e-01 2.74869700e+00 1.05317800e-02 1.15843100e+00 3.75379549e-03 1.44158659e+01 1.83004517e-03 -9.68988122e-02 -1.48718592e+02 2.84746046e+00 1.39688715e+00 2.60179474e-02
2.47021400e+11 9.96250800e-01 2.73199300e+00 1.09554900e-02 1.13798700e+00 2.01542163e-02 1.39033105e+01 1.86282727e-03 -1.01455884e-01 -1.36988161e+02 2.71388398e+00 1.41061020e+00 2.38547021e-02
2.56170300e+11 9.96192900e-01 2.71533100e+00 1.13133700e-02 1.12401100e+00 1.14098049e-02 1.34463623e+01 1.89257187e-03 -1.05997245e-01 -1.26813421e+02 2.37188540e+00 1.42529895e+00 2.42387991e-02
2.65319300e+11 9.96128500e-01 2.69871100e+00 1.17490300e-02 1.10918000e+00 6.24783906e-03 1.29933007e+01 1.92493532e-03 -1.10519574e-01 -1.17528969e+02 2.10355049e+00 1.43602609e+00 2.43207551e-02
2.74468200e+11 9.96052200e-01 2.68215700e+00 1.21380600e-02 1.09149000e+00 1.12910736e-02 1.25817378e+01 1.96280228e-03 -1.15014396e-01 -1.09359197e+02 1.96446324e+00 1.44710314e+00 2.33968277e-02
2.83617100e+11 9.96014200e-01 2.66564100e+00 1.25295000e-02 1.07659100e+00 7.17314609e-03 1.21939818e+01 1.98208279e-03 -1.19494248e-01 -1.02017536e+02 1.75222115e+00 1.45712490e+00 2.33123317e-02
2.92766100e+11 9.95941400e-01 2.64913500e+00 1.29345200e-02 1.06139000e+00 3.76747620e-03 1.18253904e+01 2.01898770e-03 -1.23973356e-01 -9.53607602e+01 1.58340215e+00 1.46604094e+00 2.34082510e-02
3.01915000e+11 9.95883100e-01 2.63271200e+00 1.33441300e-02 1.04449100e+00 6.29956888e-03 1.14760676e+01 2.04791233e-03 -1.28415234e-01 -8.93433662e+01 1.47386680e+00 1.47371482e+00 2.26930198e-02
3.11064000e+11 9.95849300e-01 2.61627200e+00 1.37142900e-02 1.02870000e+00 5.43603968e-03 1.11555909e+01 2.06505525e-03 -1.32871665e-01 -8.39367260e+01 1.34543371e+00 1.48227316e+00 2.23146160e-02
3.20212900e+11 9.95773000e-01 2.59988000e+00 1.41358900e-02 1.01455400e+00 -6.74618988e-04 1.08407376e+01 2.10419537e-03 -1.37307327e-01 -7.89338986e+01 1.20472614e+00 1.48851128e+00 2.29036600e-02
3.29361800e+11 9.95740900e-01 2.58352300e+00 1.45290500e-02 9.96059700e-01 6.66508610e-03 1.05483801e+01 2.11937490e-03 -1.41731680e-01 -7.44076570e+01 1.15967585e+00 1.49505376e+00 2.14113181e-02
3.38510800e+11 9.95691000e-01 2.56716000e+00 1.49006400e-02 9.82351300e-01 -1.47634442e-04 1.02752193e+01 2.14569521e-03 -1.46164511e-01 -7.02838712e+01 1.03075727e+00 1.50187209e+00 2.20690679e-02
3.47659700e+11 9.95639700e-01 2.55084000e+00 1.53314100e-02 9.66016000e-01 6.80867822e-04 1.00046111e+01 2.17131529e-03 -1.50579817e-01 -6.64267080e+01 9.62374626e-01 1.50649399e+00 2.16206402e-02
3.56808700e+11 9.95602100e-01 2.53453200e+00 1.56974600e-02 9.49095200e-01 3.13430569e-03 9.75863856e+00 2.19024188e-03 -1.54996435e-01 -6.29475511e+01 9.09728457e-01 1.51256106e+00 2.08879726e-02
3.65957600e+11 9.95565000e-01 2.51823200e+00 1.60962100e-02 9.34784500e-01 -1.36061312e-03 9.51889125e+00 2.20973285e-03 -1.59413741e-01 -5.97005087e+01 8.19010713e-01 1.51743906e+00 2.12511071e-02
