#param resolution,2.0000e-04
#param simtime,5.0000e-09
#param loss,0.0000e+00
#param l,5.6000e-03
#param ts,8.0000e-04
#param padding,8.0000e-04
#param cellnumber,1.0000e+00
#param w,1.2000e-03
#param ay,3.6000e-03
#param ax,7.2000e-03
#param cellsize,2.0000e-03
#param tc,4.0000e-04
#param frequency_domain,False
#x-column freq
#column |r|
#column r phase
#column |t|
#column t phase
1.006383e+10 7.065846e-01 3.001573e+00 6.898916e-01 -1.706025e+00
1.015532e+10 7.051360e-01 2.985273e+00 6.906906e-01 -1.723742e+00
1.024681e+10 7.031866e-01 2.968517e+00 6.918754e-01 -1.742080e+00
1.033830e+10 7.006617e-01 2.951242e+00 6.934885e-01 -1.761141e+00
1.042979e+10 6.974754e-01 2.933374e+00 6.955823e-01 -1.781042e+00
1.052128e+10 6.935152e-01 2.914820e+00 6.982188e-01 -1.801933e+00
1.061277e+10 6.886445e-01 2.895481e+00 7.014636e-01 -1.823993e+00
1.070426e+10 6.826947e-01 2.875233e+00 7.053997e-01 -1.847438e+00
1.079575e+10 6.754428e-01 2.853928e+00 7.101214e-01 -1.872551e+00
1.088724e+10 6.666096e-01 2.831408e+00 7.157293e-01 -1.899677e+00
1.097873e+10 6.558329e-01 2.807473e+00 7.223506e-01 -1.929251e+00
1.107022e+10 6.426193e-01 2.781916e+00 7.301161e-01 -1.961860e+00
1.116171e+10 6.263340e-01 2.754539e+00 7.391562e-01 -1.998233e+00
1.125320e+10 6.060989e-01 2.725152e+00 7.496160e-01 -2.039362e+00
1.134469e+10 5.807084e-01 2.693791e+00 7.615569e-01 -2.086586e+00
1.143617e+10 5.485523e-01 2.660905e+00 7.749432e-01 -2.141657e+00
1.152766e+10 5.073748e-01 2.628160e+00 7.894629e-01 -2.207054e+00
1.161915e+10 4.543331e-01 2.600612e+00 8.041454e-01 -2.286050e+00
1.171064e+10 3.863495e-01 2.592638e+00 8.168992e-01 -2.382981e+00
1.180213e+10 3.028135e-01 2.649557e+00 8.232682e-01 -2.503239e+00
1.189362e+10 2.195642e-01 2.917189e+00 8.151659e-01 -2.652035e+00
1.198511e+10 2.123146e-01 -2.739496e+00 7.804995e-01 -2.831673e+00
1.207660e+10 3.344777e-01 -2.372513e+00 7.071397e-01 -3.035512e+00
1.216809e+10 5.025398e-01 -2.360045e+00 5.940572e-01 3.040001e+00
1.225958e+10 6.542298e-01 -2.468585e+00 4.579039e-01 2.859004e+00
1.235107e+10 7.662038e-01 -2.601633e+00 3.233480e-01 2.737751e+00
1.244256e+10 8.394389e-01 -2.725098e+00 2.083420e-01 2.717503e+00
1.253405e+10 8.842367e-01 -2.830152e+00 1.225048e-01 2.895344e+00
1.262554e+10 9.106325e-01 -2.917132e+00 7.985750e-02 -2.813432e+00
1.271703e+10 9.258632e-01 -2.989048e+00 9.083932e-02 -2.167771e+00
1.280852e+10 9.344018e-01 -3.049128e+00 1.231151e-01 -1.888435e+00
1.290001e+10 9.389683e-01 -3.099990e+00 1.552190e-01 -1.786801e+00
1.299149e+10 9.411959e-01 3.139455e+00 1.830557e-01 -1.750141e+00
1.308298e+10 9.420223e-01 3.101287e+00 2.064870e-01 -1.740478e+00
1.317447e+10 9.420481e-01 3.067530e+00 2.260909e-01 -1.743206e+00
1.326596e+10 9.416196e-01 3.037282e+00 2.425319e-01 -1.752064e+00
1.335745e+10 9.409491e-01 3.009885e+00 2.563619e-01 -1.764066e+00
1.344894e+10 9.401781e-01 2.984816e+00 2.680457e-01 -1.777632e+00
1.354043e+10 9.393813e-01 2.961669e+00 2.779569e-01 -1.791961e+00
1.363192e+10 9.386096e-01 2.940132e+00 2.863868e-01 -1.806585e+00
1.372341e+10 9.378942e-01 2.919949e+00 2.935767e-01 -1.821237e+00
1.381490e+10 9.372476e-01 2.900918e+00 2.997191e-01 -1.835783e+00
1.390639e+10 9.366793e-01 2.882877e+00 3.049676e-01 -1.850136e+00
1.399788e+10 9.361926e-01 2.865687e+00 3.094530e-01 -1.864253e+00
1.408937e+10 9.357844e-01 2.849238e+00 3.132799e-01 -1.878122e+00
1.418086e+10 9.354542e-01 2.833439e+00 3.165354e-01 -1.891731e+00
1.427235e+10 9.351976e-01 2.818211e+00 3.192947e-01 -1.905086e+00
1.436384e+10 9.350094e-01 2.803488e+00 3.216185e-01 -1.918198e+00
1.445532e+10 9.348863e-01 2.789216e+00 3.235596e-01 -1.931074e+00
1.454681e+10 9.348228e-01 2.775344e+00 3.251634e-01 -1.943727e+00
1.463830e+10 9.348143e-01 2.761835e+00 3.264675e-01 -1.956172e+00
1.472979e+10 9.348574e-01 2.748651e+00 3.275054e-01 -1.968418e+00
1.482128e+10 9.349472e-01 2.735761e+00 3.283061e-01 -1.980480e+00
1.491277e+10 9.350803e-01 2.723140e+00 3.288936e-01 -1.992369e+00
1.500426e+10 9.352534e-01 2.710763e+00 3.292902e-01 -2.004096e+00
1.509575e+10 9.354627e-01 2.698609e+00 3.295149e-01 -2.015672e+00
1.518724e+10 9.357058e-01 2.686660e+00 3.295839e-01 -2.027107e+00
1.527873e+10 9.359798e-01 2.674899e+00 3.295124e-01 -2.038409e+00
1.537022e+10 9.362818e-01 2.663311e+00 3.293130e-01 -2.049588e+00
1.546171e+10 9.366099e-01 2.651884e+00 3.289972e-01 -2.060650e+00
1.555320e+10 9.369617e-01 2.640605e+00 3.285753e-01 -2.071603e+00
1.564469e+10 9.373349e-01 2.629465e+00 3.280564e-01 -2.082455e+00
1.573618e+10 9.377280e-01 2.618452e+00 3.274484e-01 -2.093209e+00
1.582767e+10 9.381389e-01 2.607558e+00 3.267590e-01 -2.103872e+00
1.591916e+10 9.385659e-01 2.596776e+00 3.259944e-01 -2.114450e+00
1.601064e+10 9.390076e-01 2.586097e+00 3.251608e-01 -2.124944e+00
1.610213e+10 9.394623e-01 2.575516e+00 3.242635e-01 -2.135362e+00
1.619362e+10 9.399287e-01 2.565027e+00 3.233074e-01 -2.145705e+00
1.628511e+10 9.404056e-01 2.554624e+00 3.222970e-01 -2.155977e+00
1.637660e+10 9.408916e-01 2.544302e+00 3.212366e-01 -2.166182e+00
1.646809e+10 9.413858e-01 2.534056e+00 3.201298e-01 -2.176322e+00
1.655958e+10 9.418872e-01 2.523883e+00 3.189801e-01 -2.186400e+00
1.665107e+10 9.423947e-01 2.513778e+00 3.177909e-01 -2.196420e+00
1.674256e+10 9.429078e-01 2.503739e+00 3.165649e-01 -2.206383e+00
1.683405e+10 9.434257e-01 2.493761e+00 3.153050e-01 -2.216292e+00
1.692554e+10 9.439477e-01 2.483842e+00 3.140137e-01 -2.226150e+00
1.701703e+10 9.444733e-01 2.473978e+00 3.126931e-01 -2.235960e+00
1.710852e+10 9.450020e-01 2.464168e+00 3.113455e-01 -2.245722e+00
1.720001e+10 9.455334e-01 2.454409e+00 3.099728e-01 -2.255441e+00
1.729150e+10 9.460673e-01 2.444697e+00 3.085765e-01 -2.265117e+00
1.738299e+10 9.466031e-01 2.435032e+00 3.071585e-01 -2.274754e+00
1.747447e+10 9.471406e-01 2.425411e+00 3.057200e-01 -2.284354e+00
1.756596e+10 9.476796e-01 2.415831e+00 3.042623e-01 -2.293917e+00
1.765745e+10 9.482196e-01 2.406291e+00 3.027867e-01 -2.303447e+00
1.774894e+10 9.487606e-01 2.396789e+00 3.012941e-01 -2.312944e+00
1.784043e+10 9.493022e-01 2.387324e+00 2.997856e-01 -2.322410e+00
1.793192e+10 9.498440e-01 2.377892e+00 2.982619e-01 -2.331847e+00
1.802341e+10 9.503860e-01 2.368494e+00 2.967240e-01 -2.341255e+00
1.811490e+10 9.509277e-01 2.359126e+00 2.951725e-01 -2.350636e+00
1.820639e+10 9.514688e-01 2.349789e+00 2.936082e-01 -2.359991e+00
1.829788e+10 9.520092e-01 2.340480e+00 2.920318e-01 -2.369320e+00
1.838937e+10 9.525484e-01 2.331198e+00 2.904439e-01 -2.378624e+00
1.848086e+10 9.530863e-01 2.321943e+00 2.888450e-01 -2.387905e+00
1.857235e+10 9.536226e-01 2.312712e+00 2.872358e-01 -2.397162e+00
1.866384e+10 9.541571e-01 2.303505e+00 2.856170e-01 -2.406396e+00
1.875533e+10 9.546895e-01 2.294321e+00 2.839889e-01 -2.415608e+00
1.884682e+10 9.552197e-01 2.285158e+00 2.823522e-01 -2.424799e+00
1.893831e+10 9.557476e-01 2.276017e+00 2.807075e-01 -2.433969e+00
1.902979e+10 9.562730e-01 2.266897e+00 2.790550e-01 -2.443119e+00
1.912128e+10 9.567959e-01 2.257795e+00 2.773953e-01 -2.452249e+00
1.921277e+10 9.573162e-01 2.248713e+00 2.757289e-01 -2.461362e+00
1.930426e+10 9.578339e-01 2.239648e+00 2.740560e-01 -2.470458e+00
1.939575e+10 9.583490e-01 2.230601e+00 2.723770e-01 -2.479537e+00
