#param resolution,4.0000e-06
#param simtime,5.0000e-11
#param loss,1.0000e+00
#param cellsize,5.0000e-05
#param padding,2.0000e-05
#param wirethick,1.0000e-05
#param radius,1.3000e-05
#param cellnumber,1.0000e+00
#param frequency_domain,False
#x-column freq
#column |r|
#column r phase
#column |t|
#column t phase
1.006383e+11 9.975052e-01 3.017437e+00 4.454245e-03 1.384625e+00
1.097873e+11 9.973459e-01 2.997057e+00 4.871491e-03 1.386192e+00
1.189362e+11 9.972633e-01 2.977601e+00 5.335788e-03 1.350942e+00
1.280852e+11 9.972604e-01 2.958476e+00 5.617488e-03 1.344334e+00
1.372341e+11 9.971236e-01 2.939833e+00 6.150406e-03 1.335265e+00
1.463830e+11 9.970684e-01 2.921562e+00 6.487302e-03 1.303437e+00
1.555320e+11 9.970068e-01 2.903531e+00 6.881540e-03 1.303481e+00
1.646809e+11 9.969133e-01 2.885728e+00 7.343818e-03 1.279704e+00
1.738299e+11 9.968257e-01 2.868179e+00 7.693533e-03 1.264434e+00
1.829788e+11 9.967897e-01 2.850742e+00 8.117731e-03 1.251251e+00
1.921277e+11 9.966641e-01 2.833458e+00 8.528451e-03 1.234838e+00
2.012767e+11 9.966182e-01 2.816355e+00 8.928238e-03 1.216694e+00
2.104256e+11 9.965484e-01 2.799269e+00 9.306635e-03 1.204153e+00
2.195746e+11 9.964452e-01 2.782357e+00 9.758775e-03 1.187678e+00
2.287235e+11 9.964076e-01 2.765497e+00 1.011373e-02 1.168814e+00
2.378724e+11 9.963193e-01 2.748697e+00 1.053178e-02 1.158431e+00
2.470214e+11 9.962508e-01 2.731993e+00 1.095549e-02 1.137987e+00
2.561703e+11 9.961929e-01 2.715331e+00 1.131337e-02 1.124011e+00
2.653193e+11 9.961285e-01 2.698711e+00 1.174903e-02 1.109180e+00
2.744682e+11 9.960522e-01 2.682157e+00 1.213806e-02 1.091490e+00
2.836171e+11 9.960142e-01 2.665641e+00 1.252950e-02 1.076591e+00
2.927661e+11 9.959414e-01 2.649135e+00 1.293452e-02 1.061390e+00
3.019150e+11 9.958831e-01 2.632712e+00 1.334413e-02 1.044491e+00
